"sample","Species_code_sample","RT","MZ","PC_ID","TIC"
"DN1422","T69_1422",10.4204,513.6049,"T69_74",2591.58263869716
"DN1422","T69_1422",13.7993,515.1752,"T69_183",3393.27943486104
"DN1422","T69_1422",14.0892,515.1742,"T69_247",2752.91908629848
"DN1422","T69_1422",9.3133,520.0725,"T69_3",7524.39932036572
"DN1422","T69_1422",9.6867,521.1006,"T69_105",2523.77265649525
"DN1422","T69_1422",9.6867,521.6025,"T69_105",895.000808087756
"DN1422","T69_1422",11.2107,525.0335,"T69_2",5404.56032601251
"DN1422","T69_1422",7.4051,532.0934,"T69_78",3474.89726376343
"DN1422","T69_1422",7.4051,532.5954,"T69_78",1390.61047341739
"DN1422","T69_1422",11.2107,539.9981,"T69_2",4413.49640526021
"DN1422","T69_1422",30.2969,540.3307,"T69_225",3570.75464375267
"DN1422","T69_1422",11.2107,541.0031,"T69_2",1370.23023507691
"DN1422","T69_1422",9.3163,541.0295,"T69_3",8110.29260077223
"DN1422","T69_1422",9.3169,555.9939,"T69_3",9933.65185422358
"DN1422","T69_1422",9.3184,556.9987,"T69_3",3918.5049707133
"DN1422","T69_1422",10.2221,563.137,"T69_292",1574.23992109374
"DN1422","T69_1422",9.8975,563.142,"T69_252",1500.08941045272
"DN1422","T69_1422",29.242,564.3304,"T69_245",3236.10119628906
"DN1422","T69_1422",6.7346,577.1336,"T69_215",2743.44530486466
"DN1422","T69_1422",10.4151,585.1234,"T69_74",1881.37238647101
"DN1422","T69_1422",18.0902,587.118,"T69_259",21.1684782608696
"DN1422","T69_1422",9.3996,587.1403,"T69_147",3247.11656527218
"DN1422","T69_1422",12.2549,589.1074,"T69_152",2453.56360694838
"DN1422","T69_1422",11.2322,589.1068,"T69_228",756.350461383684
"DN1422","T69_1422",12.2534,589.6088,"T69_152",1465.35259342216
"DN1422","T69_1422",12.9532,593.0922,"T69_119",364.970795095339
"DN1422","T69_1422",13.6991,593.0922,"T69_79",43.0811172607422
"DN1422","T69_1422",12.5858,593.0927,"T69_80",504.806664564343
"DN1422","T69_1422",8.2567,593.0936,"T69_28",2641.29184204101
"DN1422","T69_1422",13.9065,593.0914,"T69_149",214.815005938557
"DN1422","T69_1422",4.6105,593.1282,"T69_249",6537.99807126897
"DN1422","T69_1422",12.9532,594.0961,"T69_119",75.54610173283
"DN1422","T69_1422",13.6991,594.0951,"T69_79",158.326978955078
"DN1422","T69_1422",12.5858,594.0952,"T69_80",126.404528560964
"DN1422","T69_1422",13.9065,594.0937,"T69_149",62.2639411764702
"DN1422","T69_1422",11.6354,597.1048,"T69_195",368.25618000252
"DN1422","T69_1422",10.5581,597.1061,"T69_227",395.684709598211
"DN1422","T69_1422",8.9606,599.1036,"T69_200",7893.24087222285
"DN1422","T69_1422",7.3671,600.1016,"T69_124",852.078930049273
"DN1422","T69_1422",11.1629,601.1181,"T69_138",10158.5008328823
"DN1422","T69_1422",10.6573,601.1165,"T69_264",3877.77555528005
"DN1422","T69_1422",11.1606,602.1196,"T69_138",2740.7989237042
"DN1422","T69_1422",8.4969,603.134,"T69_290",7442.33251514031
"DN1422","T69_1422",8.4984,604.1382,"T69_290",1393.5468925476
"DN1422","T69_1422",2.673,607.1083,"T69_136",3835.73971377182
"DN1422","T69_1422",11.2251,609.0866,"T69_2",2736.3297982729
"DN1422","T69_1422",11.4396,609.0889,"T69_120",284.05356421153
"DN1422","T69_1422",2.6511,609.1235,"T69_136",23922.5846338156
"DN1422","T69_1422",5.0151,609.1217,"T69_269",1638.41418225813
"DN1422","T69_1422",11.2215,610.0899,"T69_2",367.161705348973
"DN1422","T69_1422",11.436,610.0923,"T69_120",139.77041401131
"DN1422","T69_1422",2.6547,610.1278,"T69_136",6372.51378223117
"DN1422","T69_1422",13.6991,615.0744,"T69_79",34.2404103744965
"DN1422","T69_1422",12.5894,615.0746,"T69_80",10.2520000000001
"DN1422","T69_1422",8.621,617.1137,"T69_176",5422.09027845107
"DN1422","T69_1422",9.5444,635.0876,"T69_266",88.9663275923291
"DN1422","T69_1422",8.9552,665.1323,"T69_200",2698.05693877816
"DN1422","T69_1422",21.7221,675.2273,"T69_187",5397.86141949553
"DN1422","T69_1422",27.0723,675.3595,"T69_248",3560.44848908342
"DN1422","T69_1422",7.364,684.1223,"T69_124",4890.00671820748
"DN1422","T69_1422",7.3622,684.6233,"T69_124",3431.11676167404
"DN1422","T69_1422",7.3671,685.1239,"T69_124",746.874991260782
"DN1422","T69_1422",7.5454,723.1897,"T69_140",1184.18874174361
"DN1422","T69_1422",8.6944,723.1905,"T69_156",811.643555217069
"DN1422","T69_1422",7.549,724.1919,"T69_140",572.159409734655
"DN1422","T69_1422",10.4227,729.1446,"T69_74",15448.0699274277
"DN1422","T69_1422",11.8964,729.1461,"T69_254",652.265129010376
"DN1422","T69_1422",10.424,730.1474,"T69_74",5974.44832476657
"DN1422","T69_1422",9.362,730.1629,"T69_173",5272.78408357006
"DN1422","T69_1422",9.3586,730.6645,"T69_173",4236.20507464422
"DN1422","T69_1422",9.0089,738.1593,"T69_234",1298.17170232162
"DN1422","T69_1422",8.8588,738.6615,"T69_232",1003.96082433064
"DN1422","T69_1422",6.4315,739.1835,"T69_300",376.683320160737
"DN1422","T69_1422",7.677,739.1839,"T69_202",577.275546121037
"DN1422","T69_1422",9.269,743.1243,"T69_293",4882.33788174101
"DN1422","T69_1422",10.4507,745.1393,"T69_130",4202.20977554567
"DN1422","T69_1422",9.2704,745.1404,"T69_293",44727.6880315359
"DN1422","T69_1422",9.2728,746.1437,"T69_293",18468.8374158995
"DN1422","T69_1422",9.273,747.1458,"T69_293",4267.08244949163
"DN1422","T69_1422",8.2666,757.1029,"T69_28",1949.66990902099
"DN1422","T69_1422",8.263,759.1177,"T69_28",14679.7101475219
"DN1422","T69_1422",8.2594,760.122,"T69_28",4672.24988213557
"DN1422","T69_1422",8.2567,761.1346,"T69_28",82633.4289095743
"DN1422","T69_1422",9.2326,761.1354,"T69_116",8718.64689022149
"DN1422","T69_1422",7.912,761.1343,"T69_113",5663.74905703127
"DN1422","T69_1422",9.9663,761.134,"T69_299",1944.80681519272
"DN1422","T69_1422",8.2559,762.1377,"T69_28",33190.5321405418
"DN1422","T69_1422",9.2344,762.1385,"T69_116",3283.66198297797
"DN1422","T69_1422",7.912,762.1374,"T69_113",2338.76152051545
"DN1422","T69_1422",8.2581,763.1403,"T69_28",8406.39113787232
"DN1422","T69_1422",8.2559,764.1427,"T69_28",1436.62707440186
"DN1422","T69_1422",8.2563,783.1155,"T69_28",5373.75578343652
"DN1422","T69_1422",8.263,784.1151,"T69_28",2100.9261463513
"DN1422","T69_1422",9.61,806.1672,"T69_144",9666.87368755583
"DN1422","T69_1422",11.5556,806.1654,"T69_209",4167.7774255406
"DN1422","T69_1422",10.3346,806.1668,"T69_219",3487.94030343379
"DN1422","T69_1422",9.6111,806.6693,"T69_144",7799.38496040739
"DN1422","T69_1422",10.3364,806.669,"T69_219",2716.12216614602
"DN1422","T69_1422",11.5556,806.6674,"T69_209",3811.61288465885
"DN1422","T69_1422",9.6114,807.1689,"T69_144",3659.52956815595
"DN1422","T69_1422",9.0289,814.1635,"T69_282",4083.64787950339
"DN1422","T69_1422",9.0267,814.6668,"T69_282",3715.89400236984
"DN1422","T69_1422",8.3738,828.1507,"T69_244",1163.98027795029
"DN1422","T69_1422",7.7596,835.6416,"T69_114",503.111638089694
"DN1422","T69_1422",7.7529,836.1484,"T69_114",3653.47670336913
"DN1422","T69_1422",7.7529,836.6505,"T69_114",3113.34279560212
"DN1422","T69_1422",7.7524,837.1508,"T69_114",944.66909479254
"DN1422","T69_1422",7.756,837.6487,"T69_114",323.965971936036
"DN1422","T69_1422",15.5487,875.1768,"T69_166",1115.07514994303
"DN1422","T69_1422",11.3036,875.1991,"T69_117",5601.42674291992
"DN1422","T69_1422",8.2125,875.2013,"T69_291",6859.13451181207
"DN1422","T69_1422",10.4473,875.1993,"T69_130",1734.47709534409
"DN1422","T69_1422",15.5451,876.1796,"T69_166",474.480135521668
"DN1422","T69_1422",8.2107,876.2035,"T69_291",2586.85875211753
"DN1422","T69_1422",10.4473,876.2051,"T69_130",933.718596905873
"DN1422","T69_1422",11.3001,876.2035,"T69_117",1765.87183203473
"DN1422","T69_1422",11.2072,881.1483,"T69_2",482.932199388903
"DN1422","T69_1422",11.2071,883.1665,"T69_2",6775.70902972404
"DN1422","T69_1422",11.2089,884.1705,"T69_2",2987.09559309336
"DN1422","T69_1422",11.2072,885.1708,"T69_2",571.988738029227
"DN1422","T69_1422",14.4309,891.1728,"T69_242",2299.28876849019
"DN1422","T69_1422",10.508,891.195,"T69_165",2554.83777537028
"DN1422","T69_1422",7.1129,891.1944,"T69_153",4163.6538668335
"DN1422","T69_1422",9.7689,891.1961,"T69_159",808.171220799308
"DN1422","T69_1422",10.5009,892.1971,"T69_165",913.024743508083
"DN1422","T69_1422",9.7689,892.2,"T69_159",306.074271053432
"DN1422","T69_1422",4.2395,897.1882,"T69_270",2822.41300720746
"DN1422","T69_1422",11.2072,905.147,"T69_2",886.132475691179
"DN1422","T69_1422",13.2474,907.1677,"T69_203",4817.05404348753
"DN1422","T69_1422",9.3254,911.1298,"T69_3",2299.88421266556
"DN1422","T69_1422",9.3884,913.1429,"T69_147",8070.56803980146
"DN1422","T69_1422",2.312,913.1799,"T69_276",7292.3536427778
"DN1422","T69_1422",9.3977,914.147,"T69_147",3514.36951314993
"DN1422","T69_1422",2.3092,914.1789,"T69_276",3098.56930188762
"DN1422","T69_1422",9.3156,915.1586,"T69_3",42477.180957686
"DN1422","T69_1422",9.3133,916.1613,"T69_3",20315.9008532714
"DN1422","T69_1422",9.3133,917.1655,"T69_3",6416.29794085702
"DN1422","T69_1422",9.3148,937.1395,"T69_3",5138.65684014302
"DN1422","T69_1422",9.3119,938.1436,"T69_3",2347.4484952519
"DN1422","T69_1422",9.3119,968.0722,"T69_3",2871.14379714877
"DN1422","T69_1422",9.3119,969.0728,"T69_3",2025.96813592002
"DN1422","T69_1422",7.6345,988.1721,"T69_239",622.007129261363
"DN1422","T69_1422",7.6273,988.6721,"T69_298",300.534250341795
"DN1422","T69_1422",13.9708,1021.2328,"T69_260",502.047456237791
"DN1422","T69_1422",10.4195,1027.2098,"T69_74",24287.2857023113
"DN1422","T69_1422",10.4195,1028.2128,"T69_74",12702.1848531844
"DN1422","T69_1422",10.4151,1029.2142,"T69_74",2004.61025317381
"DN1422","T69_1422",9.1345,1043.2069,"T69_208",2834.51911798094
"DN1422","T69_1422",9.6965,1043.2038,"T69_105",10643.2988187499
"DN1422","T69_1422",9.6937,1044.2086,"T69_105",5820.17346711028
"DN1422","T69_1422",9.6867,1045.2097,"T69_105",1197.45424115753
"DN1422","T69_1422",8.6384,1049.1955,"T69_146",7338.15926357271
"DN1422","T69_1422",8.6371,1050.2003,"T69_146",4202.17096867281
"DN1422","T69_1422",7.4087,1063.1758,"T69_78",1787.9914946289
"DN1422","T69_1422",5.8787,1065.1875,"T69_261",518.446776208394
"DN1422","T69_1422",7.4044,1065.1905,"T69_78",13387.5582573852
"DN1422","T69_1422",7.4051,1066.1949,"T69_78",7392.22774962137
"DN1422","T69_1422",7.4015,1067.1974,"T69_78",1681.00163293893
"DN1423","T69_1423",1.7013,125.0243,"T69_48",11025.7792422097
"DN1423","T69_1423",9.3163,125.0244,"T69_3",3048.69021313478
"DN1423","T69_1423",2.4298,137.0096,"T69_5",29284.5135206802
"DN1423","T69_1423",3.1512,137.0098,"T69_131",33036.5533839892
"DN1423","T69_1423",1.698,137.0094,"T69_285",12275.1461352983
"DN1423","T69_1423",4.8036,137.0096,"T69_8",17240.1959768676
"DN1423","T69_1423",1.1355,137.0097,"T69_33",12680.6926564453
"DN1423","T69_1423",5.3038,137.0094,"T69_9",12877.2071162109
"DN1423","T69_1423",4.4325,137.0094,"T69_125",27060.2292032047
"DN1423","T69_1423",4.9867,137.0095,"T69_141",16920.5792638609
"DN1423","T69_1423",4.6437,137.0093,"T69_137",19293.8227853733
"DN1423","T69_1423",2.9946,137.0096,"T69_129",15129.9458568726
"DN1423","T69_1423",2.6798,137.0096,"T69_136",5433.6294377254
"DN1423","T69_1423",3.4515,137.0101,"T69_44",14420.5595541797
"DN1423","T69_1423",3.3151,137.0101,"T69_122",15617.5195973558
"DN1423","T69_1423",5.507,137.0094,"T69_134",19901.1676419741
"DN1423","T69_1423",4.1787,137.0097,"T69_7",17606.6721849798
"DN1423","T69_1423",2.8673,137.0094,"T69_121",12746.136544404
"DN1423","T69_1423",3.8491,137.0095,"T69_127",18958.6104117944
"DN1423","T69_1423",3.665,137.0095,"T69_132",38261.9921498528
"DN1423","T69_1423",3.9781,137.0093,"T69_84",33694.6156800426
"DN1423","T69_1423",7.614,163.0405,"T69_297",1788.85836100823
"DN1423","T69_1423",9.3205,166.9991,"T69_3",3740.74459091096
"DN1423","T69_1423",11.2107,166.9985,"T69_2",302.916888345254
"DN1423","T69_1423",9.3133,169.0148,"T69_3",125180.108151592
"DN1423","T69_1423",1.6977,169.0142,"T69_286",20381.4374121622
"DN1423","T69_1423",11.2142,169.0145,"T69_2",10501.1093167691
"DN1423","T69_1423",7.4009,169.0146,"T69_78",12479.6777717518
"DN1423","T69_1423",9.3133,170.0183,"T69_3",10293.4495689468
"DN1423","T69_1423",11.2072,170.018,"T69_2",369.248099332241
"DN1423","T69_1423",18.7307,183.139,"T69_222",1066.98930867514
"DN1423","T69_1423",12.9292,193.0146,"T69_115",2114.84964581496
"DN1423","T69_1423",24.7088,195.0873,"T69_250",2757.35662268066
"DN1423","T69_1423",3.3313,207.0781,"T69_135",11223.1544150269
"DN1423","T69_1423",5.9649,209.0306,"T69_288",2476.06531080163
"DN1423","T69_1423",7.0207,245.082,"T69_69",537.894531326293
"DN1423","T69_1423",7.2752,249.0892,"T69_143",8461.78964124113
"DN1423","T69_1423",6.0954,249.0885,"T69_168",7377.14567285156
"DN1423","T69_1423",9.3205,269.0458,"T69_3",2670.22361347387
"DN1423","T69_1423",16.7117,269.0442,"T69_258",969.50010458374
"DN1423","T69_1423",16.912,269.0457,"T69_255",113.895236922555
"DN1423","T69_1423",11.2107,271.0611,"T69_2",906.526726627673
"DN1423","T69_1423",16.5231,271.0609,"T69_112",30.4695882352939
"DN1423","T69_1423",21.0995,283.0238,"T69_217",245.560448086393
"DN1423","T69_1423",15.1662,285.0405,"T69_170",380.443000356039
"DN1423","T69_1423",5.8179,285.0616,"T69_163",8623.83317462479
"DN1423","T69_1423",9.3133,287.0559,"T69_3",11678.3647019835
"DN1423","T69_1423",14.5171,287.0558,"T69_236",672.749240795899
"DN1423","T69_1423",15.1817,287.0556,"T69_170",817.155090958882
"DN1423","T69_1423",20.2585,287.2218,"T69_206",908.950224073456
"DN1423","T69_1423",11.2116,289.0716,"T69_2",10221.7387278747
"DN1423","T69_1423",7.0245,289.0715,"T69_69",4425.6535700443
"DN1423","T69_1423",16.5266,289.072,"T69_112",155.190743371583
"DN1423","T69_1423",17.1122,289.0731,"T69_182",220.306694060025
"DN1423","T69_1423",11.2107,290.0746,"T69_2",812.060639313196
"DN1423","T69_1423",16.5266,290.0755,"T69_112",27.027
"DN1423","T69_1423",7.0206,290.0749,"T69_69",435.892070163303
"DN1423","T69_1423",6.0925,292.0942,"T69_168",2907.39851858138
"DN1423","T69_1423",27.6792,293.2116,"T69_193",783.023645833335
"DN1423","T69_1423",29.082,295.2265,"T69_238",492.610169685368
"DN1423","T69_1423",28.9367,295.228,"T69_157",748.486302955615
"DN1423","T69_1423",11.2072,301.0338,"T69_2",469.936406312778
"DN1423","T69_1423",11.2071,303.05,"T69_2",651.828887645839
"DN1423","T69_1423",3.777,303.0508,"T69_81",2146.1312453792
"DN1423","T69_1423",9.3133,305.0666,"T69_3",16169.5062930908
"DN1423","T69_1423",3.7684,305.0667,"T69_81",24423.6011582939
"DN1423","T69_1423",14.5191,305.0655,"T69_236",793.557364182691
"DN1423","T69_1423",15.1888,305.0659,"T69_198",1006.93589746093
"DN1423","T69_1423",3.7684,306.0705,"T69_81",2565.85432750274
"DN1423","T69_1423",9.3119,306.0696,"T69_3",1668.87589233399
"DN1423","T69_1423",31.417,311.2022,"T69_243",2612.16516439904
"DN1423","T69_1423",9.3191,317.0298,"T69_3",2381.1497225867
"DN1423","T69_1423",12.9274,319.0452,"T69_115",7882.86971282467
"DN1423","T69_1423",11.8156,329.1591,"T69_223",1285.14294307642
"DN1423","T69_1423",19.841,329.2322,"T69_265",2136.80924230956
"DN1423","T69_1423",9.3156,331.0456,"T69_3",4997.0756104518
"DN1423","T69_1423",11.2107,331.0448,"T69_2",286.393227728485
"DN1423","T69_1423",10.7762,345.1549,"T69_257",2185.99210849105
"DN1423","T69_1423",6.0893,364.0762,"T69_168",1966.36091513168
"DN1423","T69_1423",22.5387,382.9856,"T69_1",845.766793818683
"DN1423","T69_1423",9.0339,387.1672,"T69_282",3822.123322152
"DN1423","T69_1423",26.0435,410.1021,"T69_151",1645.51419443401
"DN1423","T69_1423",12.1386,433.078,"T69_214",118.223357142857
"DN1423","T69_1423",16.5231,435.1066,"T69_112",119.246432973226
"DN1423","T69_1423",11.2107,439.0658,"T69_2",1035.41467136229
"DN1423","T69_1423",7.2772,439.0879,"T69_143",242.285269344329
"DN1423","T69_1423",11.2107,440.0703,"T69_2",163.762121582031
"DN1423","T69_1423",11.2106,441.0818,"T69_2",38244.0206411528
"DN1423","T69_1423",2.6488,441.0819,"T69_136",4601.82355654751
"DN1423","T69_1423",11.689,441.081,"T69_221",77.8001355940284
"DN1423","T69_1423",12.9604,441.0819,"T69_119",10.890625
"DN1423","T69_1423",13.6991,441.0818,"T69_79",9.28072727272731
"DN1423","T69_1423",12.5894,441.0819,"T69_80",53.6754128976375
"DN1423","T69_1423",11.2106,442.0851,"T69_2",8868.87017976647
"DN1423","T69_1423",11.2071,443.0868,"T69_2",856.646526799662
"DN1423","T69_1423",10.4292,449.1083,"T69_74",2229.76153957925
"DN1423","T69_1423",14.5171,451.1013,"T69_236",710.231637802123
"DN1423","T69_1423",9.3191,453.0458,"T69_3",3584.92235858996
"DN1423","T69_1423",10.9284,453.0443,"T69_175",3296.9018351168
"DN1423","T69_1423",9.0768,453.1029,"T69_139",2318.34479764667
"DN1423","T69_1423",9.3169,455.0614,"T69_3",23079.9077799831
"DN1423","T69_1423",9.3163,456.0649,"T69_3",5606.60809625602
"DN1423","T69_1423",9.3133,457.0773,"T69_3",166805.214297581
"DN1423","T69_1423",11.2251,457.0757,"T69_2",354.112824105401
"DN1423","T69_1423",9.3133,458.0806,"T69_3",42280.0986234725
"DN1423","T69_1423",9.3133,459.0831,"T69_3",8703.07960645557
"DN1423","T69_1423",11.2107,461.0487,"T69_2",324.482550664938
"DN1423","T69_1423",11.2106,463.0635,"T69_2",7931.95093469237
"DN1423","T69_1423",10.9862,463.0875,"T69_229",349.012271173096
"DN1423","T69_1423",11.2089,464.067,"T69_2",1068.24767534724
"DN1423","T69_1423",9.6902,465.1035,"T69_105",512.40423380999
"DN1423","T69_1423",12.9269,471.056,"T69_115",3144.8867086296
"DN1423","T69_1423",9.3169,471.0564,"T69_3",2363.12924891421
"DN1423","T69_1423",9.3271,473.0719,"T69_3",5002.62804510499
"DN1423","T69_1423",9.3226,477.0432,"T69_3",3747.96049094565
"DN1423","T69_1423",11.3508,477.1031,"T69_178",3007.71629557754
"DN1423","T69_1423",9.3163,479.0592,"T69_3",36411.7546814435
"DN1423","T69_1423",9.3163,480.0623,"T69_3",8996.49233171513
"DN1423","T69_1423",30.2969,480.3095,"T69_225",68.5565853658535
"DN1423","T69_1423",15.1888,481.1125,"T69_198",469.780788529752
"DN1423","T69_1423",7.2701,483.0774,"T69_143",670.549979705811
"DN1423","T69_1423",5.3106,487.1063,"T69_273",7.6335593220339
"DN1423","T69_1423",19.4432,489.2126,"T69_181",2936.11336513742
"DN1423","T69_1423",19.5551,489.2128,"T69_235",4175.40179547991
"DN1423","T69_1423",12.9247,493.0367,"T69_115",1162.14788228989
"DN1423","T69_1423",10.9434,501.1963,"T69_175",150.846698453776
"DN1423","T69_1423",9.3119,503.081,"T69_3",1530.02956857637
"DN1423","T69_1423",11.2107,504.076,"T69_2",402.492747657244
"DN1423","T69_1423",29.2455,504.3085,"T69_245",153.036624943125
"DN1423","T69_1423",10.4186,513.1023,"T69_74",1591.72689369828
"DN1423","T69_1423",12.2855,513.1027,"T69_253",142.475964011335
"DN1423","T69_1423",10.4204,513.6049,"T69_74",374.646064299553
"DN1423","T69_1423",13.7993,515.1752,"T69_183",5674.47699941579
"DN1423","T69_1423",14.0892,515.1742,"T69_247",4371.56005194951
"DN1423","T69_1423",9.3133,520.0725,"T69_3",5946.19799562417
"DN1423","T69_1423",9.6867,521.1006,"T69_105",1142.3423451416
"DN1423","T69_1423",9.6867,521.6025,"T69_105",311.079030635713
"DN1423","T69_1423",11.2107,525.0335,"T69_2",1012.29582372059
"DN1423","T69_1423",7.4051,532.0934,"T69_78",7507.79310785074
"DN1423","T69_1423",7.4051,532.5954,"T69_78",4531.60882822859
"DN1423","T69_1423",11.2107,539.9981,"T69_2",800.53221867247
"DN1423","T69_1423",30.2969,540.3307,"T69_225",87.4619034390834
"DN1423","T69_1423",11.2107,541.0031,"T69_2",168.760652893067
"DN1423","T69_1423",9.3163,541.0295,"T69_3",7212.51415203034
"DN1423","T69_1423",9.3169,555.9939,"T69_3",7930.26397315893
"DN1423","T69_1423",9.3184,556.9987,"T69_3",3546.51150065513
"DN1423","T69_1423",10.2221,563.137,"T69_292",1089.90550683593
"DN1423","T69_1423",9.8975,563.142,"T69_252",675.547266377046
"DN1423","T69_1423",29.242,564.3304,"T69_245",275.694851997571
"DN1423","T69_1423",6.7346,577.1336,"T69_215",528.738915973943
"DN1423","T69_1423",10.4151,585.1234,"T69_74",377.484780987906
"DN1423","T69_1423",18.0902,587.118,"T69_259",12.4782608695652
"DN1423","T69_1423",9.3996,587.1403,"T69_147",1226.06412815093
"DN1423","T69_1423",12.2549,589.1074,"T69_152",509.10604877067
"DN1423","T69_1423",11.2322,589.1068,"T69_228",211.092171319369
"DN1423","T69_1423",12.2534,589.6088,"T69_152",247.713073522079
"DN1423","T69_1423",12.9532,593.0922,"T69_119",22.6735526315787
"DN1423","T69_1423",13.6991,593.0922,"T69_79",45.0024
"DN1423","T69_1423",12.5858,593.0927,"T69_80",42.5284120407103
"DN1423","T69_1423",8.2567,593.0936,"T69_28",4369.69659790038
"DN1423","T69_1423",13.9065,593.0914,"T69_149",5.50810810810814
"DN1423","T69_1423",4.6105,593.1282,"T69_249",2220.31338511305
"DN1423","T69_1423",12.9532,594.0961,"T69_119",22.6025116279068
"DN1423","T69_1423",13.6991,594.0951,"T69_79",7.5004
"DN1423","T69_1423",12.5858,594.0952,"T69_80",9.02057142857133
"DN1423","T69_1423",13.9065,594.0937,"T69_149",0
"DN1423","T69_1423",11.6354,597.1048,"T69_195",81.9120645161289
"DN1423","T69_1423",10.5581,597.1061,"T69_227",426.91281575753
"DN1423","T69_1423",8.9606,599.1036,"T69_200",1736.33016736502
"DN1423","T69_1423",7.3671,600.1016,"T69_124",3166.59670891571
"DN1423","T69_1423",11.1629,601.1181,"T69_138",2606.55972334338
"DN1423","T69_1423",10.6573,601.1165,"T69_264",731.258471866689
"DN1423","T69_1423",11.1606,602.1196,"T69_138",793.832838356015
"DN1423","T69_1423",8.4969,603.134,"T69_290",3025.09369800679
"DN1423","T69_1423",8.4984,604.1382,"T69_290",570.953656194158
"DN1423","T69_1423",2.673,607.1083,"T69_136",4989.80103178382
"DN1423","T69_1423",11.2251,609.0866,"T69_2",2278.65929603577
"DN1423","T69_1423",11.4396,609.0889,"T69_120",153.4885395813
"DN1423","T69_1423",2.6511,609.1235,"T69_136",23792.1553925374
"DN1423","T69_1423",5.0151,609.1217,"T69_269",2484.49301986788
"DN1423","T69_1423",11.2215,610.0899,"T69_2",184.451602952959
"DN1423","T69_1423",11.436,610.0923,"T69_120",108.87506363998
"DN1423","T69_1423",2.6547,610.1278,"T69_136",6847.81611414511
"DN1423","T69_1423",13.6991,615.0744,"T69_79",9.72266666666656
"DN1423","T69_1423",12.5894,615.0746,"T69_80",4.23452173913046
"DN1423","T69_1423",8.621,617.1137,"T69_176",1076.25564982986
"DN1423","T69_1423",9.5444,635.0876,"T69_266",41.1595757575756
"DN1423","T69_1423",8.9552,665.1323,"T69_200",1442.32627527966
"DN1423","T69_1423",21.7221,675.2273,"T69_187",7211.04729932995
"DN1423","T69_1423",27.0723,675.3595,"T69_248",111.311224293428
"DN1423","T69_1423",7.364,684.1223,"T69_124",14126.5264837406
"DN1423","T69_1423",7.3622,684.6233,"T69_124",9466.35248784437
"DN1423","T69_1423",7.3671,685.1239,"T69_124",3720.41037996944
"DN1423","T69_1423",7.5454,723.1897,"T69_140",225.58312109375
"DN1423","T69_1423",8.6944,723.1905,"T69_156",490.698627552705
"DN1423","T69_1423",7.549,724.1919,"T69_140",158.299533348366
"DN1423","T69_1423",10.4227,729.1446,"T69_74",3441.36648446017
"DN1423","T69_1423",11.8964,729.1461,"T69_254",216.101937412938
"DN1423","T69_1423",10.424,730.1474,"T69_74",947.370296137912
"DN1423","T69_1423",9.362,730.1629,"T69_173",3252.62525810101
"DN1423","T69_1423",9.3586,730.6645,"T69_173",2289.5037093127
"DN1423","T69_1423",9.0089,738.1593,"T69_234",1513.8972424132
"DN1423","T69_1423",8.8588,738.6615,"T69_232",755.587741699216
"DN1423","T69_1423",6.4315,739.1835,"T69_300",332.505636179331
"DN1423","T69_1423",7.677,739.1839,"T69_202",319.891891957003
"DN1423","T69_1423",9.269,743.1243,"T69_293",1953.11577532088
"DN1423","T69_1423",10.4507,745.1393,"T69_130",1396.75396923828
"DN1423","T69_1423",9.2704,745.1404,"T69_293",26935.334837837
"DN1423","T69_1423",9.2728,746.1437,"T69_293",10722.4795094652
"DN1423","T69_1423",9.273,747.1458,"T69_293",2660.79836768769
"DN1423","T69_1423",8.2666,757.1029,"T69_28",3125.12372553234
"DN1423","T69_1423",8.263,759.1177,"T69_28",20482.549781311
"DN1423","T69_1423",8.2594,760.122,"T69_28",8289.80969357377
"DN1423","T69_1423",8.2567,761.1346,"T69_28",122571.548607864
"DN1423","T69_1423",9.2326,761.1354,"T69_116",13178.3577397647
"DN1423","T69_1423",7.912,761.1343,"T69_113",12148.9593963733
"DN1423","T69_1423",9.9663,761.134,"T69_299",3573.70280771773
"DN1423","T69_1423",8.2559,762.1377,"T69_28",50334.5695943371
"DN1423","T69_1423",9.2344,762.1385,"T69_116",5591.71856448098
"DN1423","T69_1423",7.912,762.1374,"T69_113",4644.02645693801
"DN1423","T69_1423",8.2581,763.1403,"T69_28",13541.3305565186
"DN1423","T69_1423",8.2559,764.1427,"T69_28",2257.46694758988
"DN1423","T69_1423",8.2563,783.1155,"T69_28",8540.56164730109
"DN1423","T69_1423",8.263,784.1151,"T69_28",3700.5145613556
"DN1423","T69_1423",9.61,806.1672,"T69_144",3137.00134972979
"DN1423","T69_1423",11.5556,806.1654,"T69_209",1401.42053946551
"DN1423","T69_1423",10.3346,806.1668,"T69_219",1126.91593217918
"DN1423","T69_1423",9.6111,806.6693,"T69_144",3053.45179048919
"DN1423","T69_1423",10.3364,806.669,"T69_219",758.041838174339
"DN1423","T69_1423",11.5556,806.6674,"T69_209",1108.67086653999
"DN1423","T69_1423",9.6114,807.1689,"T69_144",1172.73566207451
"DN1423","T69_1423",9.0289,814.1635,"T69_282",2383.14929798661
"DN1423","T69_1423",9.0267,814.6668,"T69_282",1404.0555480521
"DN1423","T69_1423",8.3738,828.1507,"T69_244",2536.43631611773
"DN1423","T69_1423",7.7596,835.6416,"T69_114",3017.29502812224
